,Image_Name,Image_label,Image_Type
2367,7878,2,Glacier
2368,7880,3,Mountain
2369,7883,4,Sea
2370,7887,3,Mountain
2371,7894,2,Glacier
2372,7895,5,Street
2373,7896,3,Mountain
2374,7898,0,Buildings
2375,7903,1,Forest
2376,7904,0,Buildings
2377,7905,2,Glacier
2378,7907,2,Glacier
2379,7911,0,Buildings
2380,7917,0,Buildings
2381,7918,1,Forest
2382,7920,2,Glacier
2383,7921,2,Glacier
2384,7923,2,Glacier
2385,7925,3,Mountain
2386,7933,1,Forest
2387,7934,2,Glacier
2388,7938,3,Mountain
2389,7943,2,Glacier
2390,7945,3,Mountain
2391,7954,0,Buildings
2392,7957,0,Buildings
2393,7958,0,Buildings
2394,7964,0,Buildings
2395,7968,4,Sea
2396,7969,4,Sea
2397,7970,4,Sea
2398,7974,0,Buildings
2399,7975,4,Sea
2400,7976,0,Buildings
2401,7978,4,Sea
2402,7983,2,Glacier
2403,7986,3,Mountain
2404,7987,3,Mountain
2405,7988,1,Forest
2406,7989,4,Sea
2407,7991,4,Sea
2408,7995,0,Buildings
2409,8000,5,Street
2410,8002,2,Glacier
2411,8004,0,Buildings
2412,8007,2,Glacier
2413,8008,3,Mountain
2414,8010,1,Forest
2415,8011,1,Forest
2416,8012,5,Street
2417,8013,1,Forest
2418,8015,5,Street
2419,8017,2,Glacier
2420,8020,1,Forest
2421,8024,5,Street
2422,8030,3,Mountain
2423,8035,2,Glacier
2424,8037,1,Forest
2425,8040,0,Buildings
2426,8046,4,Sea
2427,8050,5,Street
2428,8052,2,Glacier
2429,8057,4,Sea
2430,8059,5,Street
2431,8066,5,Street
2432,8067,0,Buildings
2433,8068,0,Buildings
2434,8071,3,Mountain
2435,8072,0,Buildings
2436,8075,3,Mountain
2437,8078,5,Street
2438,8079,2,Glacier
2439,8080,0,Buildings
2440,8082,3,Mountain
2441,8083,4,Sea
2442,8085,0,Buildings
2443,8091,0,Buildings
2444,8094,4,Sea
2445,8097,3,Mountain
2446,8099,4,Sea
2447,8101,0,Buildings
2448,8106,5,Street
2449,8108,5,Street
2450,8110,1,Forest
2451,8117,3,Mountain
2452,8123,1,Forest
2453,8127,4,Sea
2454,8128,4,Sea
2455,8133,1,Forest
2456,8134,1,Forest
2457,8135,4,Sea
2458,8141,0,Buildings
2459,8142,0,Buildings
2460,8144,1,Forest
2461,8147,4,Sea
2462,8149,4,Sea
2463,8150,2,Glacier
2464,8154,1,Forest
2465,8155,2,Glacier
2466,8157,2,Glacier
2467,8158,0,Buildings
2468,8160,3,Mountain
2469,8164,4,Sea
2470,8167,3,Mountain
2471,8168,3,Mountain
2472,8173,5,Street
2473,8174,4,Sea
2474,8175,4,Sea
2475,8176,0,Buildings
2476,8180,1,Forest
2477,8182,4,Sea
2478,8184,4,Sea
2479,8186,3,Mountain
2480,8190,4,Sea
2481,8197,4,Sea
2482,8215,5,Street
2483,8221,5,Street
2484,8226,5,Street
2485,8240,2,Glacier
2486,8247,5,Street
2487,8249,5,Street
2488,8251,1,Forest
2489,8257,2,Glacier
2490,8258,0,Buildings
2491,8263,4,Sea
2492,8264,2,Glacier
2493,8265,1,Forest
2494,8267,5,Street
2495,8268,4,Sea
2496,8270,2,Glacier
2497,8272,5,Street
2498,8279,5,Street
2499,8282,3,Mountain
2500,8284,0,Buildings
2501,8285,3,Mountain
2502,8286,2,Glacier
2503,8287,0,Buildings
2504,8288,5,Street
2505,8289,3,Mountain
2506,8290,4,Sea
2507,8303,3,Mountain
2508,8305,5,Street
2509,8310,0,Buildings
2510,8315,0,Buildings
2511,8316,0,Buildings
2512,8317,1,Forest
2513,8319,4,Sea
2514,8320,3,Mountain
2515,8321,0,Buildings
2516,8325,3,Mountain
2517,8326,0,Buildings
2518,8330,3,Mountain
2519,8332,5,Street
2520,8339,0,Buildings
2521,8341,5,Street
2522,8347,1,Forest
2523,8359,2,Glacier
2524,8361,1,Forest
2525,8368,1,Forest
2526,8369,3,Mountain
2527,8370,4,Sea
2528,8378,0,Buildings
2529,8383,3,Mountain
2530,8391,1,Forest
2531,8395,3,Mountain
2532,8398,2,Glacier
2533,8400,1,Forest
2534,8401,4,Sea
2535,8403,1,Forest
2536,8405,2,Glacier
2537,8414,1,Forest
2538,8416,2,Glacier
2539,8417,3,Mountain
2540,8423,5,Street
2541,8426,1,Forest
2542,8429,1,Forest
2543,8432,0,Buildings
2544,8440,4,Sea
2545,8443,4,Sea
2546,8449,1,Forest
2547,8451,5,Street
2548,8454,4,Sea
2549,8456,0,Buildings
2550,8461,0,Buildings
2551,8463,0,Buildings
2552,8464,4,Sea
2553,8465,2,Glacier
2554,8467,0,Buildings
2555,8468,2,Glacier
2556,8476,1,Forest
2557,8482,3,Mountain
2558,8483,3,Mountain
2559,8489,1,Forest
2560,8490,1,Forest
2561,8491,5,Street
2562,8493,0,Buildings
2563,8496,3,Mountain
2564,8504,2,Glacier
2565,8505,3,Mountain
2566,8506,5,Street
2567,8507,5,Street
2568,8508,2,Glacier
2569,8512,2,Glacier
2570,8516,2,Glacier
2571,8520,3,Mountain
2572,8522,5,Street
2573,8523,4,Sea
2574,8524,0,Buildings
2575,8534,5,Street
2576,8546,1,Forest
2577,8550,4,Sea
2578,8551,0,Buildings
2579,8552,0,Buildings
2580,8555,4,Sea
2581,8560,2,Glacier
2582,8568,0,Buildings
2583,8570,3,Mountain
2584,8572,4,Sea
2585,8574,1,Forest
2586,8576,0,Buildings
2587,8578,4,Sea
2588,8582,4,Sea
2589,8583,2,Glacier
2590,8586,4,Sea
2591,8593,2,Glacier
2592,8597,3,Mountain
2593,8609,4,Sea
2594,8614,2,Glacier
2595,8620,3,Mountain
2596,8625,3,Mountain
2597,8632,4,Sea
2598,8638,0,Buildings
2599,8642,4,Sea
2600,8645,2,Glacier
2601,8646,5,Street
2602,8649,0,Buildings
2603,8650,1,Forest
2604,8651,4,Sea
2605,8652,1,Forest
2606,8654,5,Street
2607,8664,4,Sea
2608,8665,4,Sea
2609,8666,3,Mountain
2610,8667,5,Street
2611,8672,4,Sea
2612,8675,4,Sea
2613,8677,4,Sea
2614,8678,5,Street
2615,8680,2,Glacier
2616,8681,2,Glacier
2617,8700,1,Forest
2618,8704,0,Buildings
2619,8710,0,Buildings
2620,8715,2,Glacier
2621,8718,2,Glacier
2622,8721,1,Forest
2623,8722,3,Mountain
2624,8726,5,Street
2625,8729,1,Forest
2626,8730,2,Glacier
2627,8736,1,Forest
2628,8753,0,Buildings
2629,8758,1,Forest
2630,8759,3,Mountain
2631,8763,0,Buildings
2632,8765,3,Mountain
2633,8770,0,Buildings
2634,8772,2,Glacier
2635,8776,1,Forest
2636,8781,5,Street
2637,8783,2,Glacier
2638,8784,2,Glacier
2639,8785,1,Forest
2640,8789,4,Sea
2641,8795,0,Buildings
2642,8799,1,Forest
2643,8802,2,Glacier
2644,8804,0,Buildings
2645,8806,0,Buildings
2646,8808,4,Sea
2647,8809,5,Street
2648,8812,1,Forest
2649,8814,4,Sea
2650,8815,1,Forest
2651,8817,4,Sea
2652,8820,3,Mountain
2653,8823,4,Sea
2654,8828,4,Sea
2655,8829,2,Glacier
2656,8833,1,Forest
2657,8836,3,Mountain
2658,8839,3,Mountain
2659,8840,3,Mountain
2660,8846,2,Glacier
2661,8849,4,Sea
2662,8851,2,Glacier
2663,8852,5,Street
2664,8853,4,Sea
2665,8858,1,Forest
2666,8865,3,Mountain
2667,8869,3,Mountain
2668,8873,5,Street
2669,8874,5,Street
2670,8875,3,Mountain
2671,8877,1,Forest
2672,8887,2,Glacier
2673,8888,4,Sea
2674,8892,3,Mountain
2675,8893,1,Forest
2676,8894,2,Glacier
2677,8910,3,Mountain
2678,8911,5,Street
2679,8916,4,Sea
2680,8917,5,Street
2681,8926,1,Forest
2682,8929,5,Street
2683,8935,5,Street
2684,8936,3,Mountain
2685,8941,1,Forest
2686,8943,4,Sea
2687,8944,1,Forest
2688,8945,0,Buildings
2689,8946,0,Buildings
2690,8951,2,Glacier
2691,8956,4,Sea
2692,8967,4,Sea
2693,8968,0,Buildings
2694,8969,1,Forest
2695,8971,3,Mountain
2696,8972,2,Glacier
2697,8973,2,Glacier
2698,8979,3,Mountain
2699,8983,5,Street
2700,8986,3,Mountain
2701,8988,1,Forest
2702,8989,0,Buildings
2703,8990,1,Forest
2704,8992,5,Street
2705,8997,3,Mountain
2706,9001,4,Sea
2707,9005,2,Glacier
2708,9010,5,Street
2709,9020,4,Sea
2710,9021,3,Mountain
2711,9022,2,Glacier
2712,9024,1,Forest
2713,9026,5,Street
2714,9027,4,Sea
2715,9028,3,Mountain
2716,9030,3,Mountain
2717,9031,3,Mountain
2718,9038,1,Forest
2719,9039,5,Street
2720,9041,4,Sea
2721,9047,0,Buildings
2722,9052,5,Street
2723,9053,1,Forest
2724,9056,2,Glacier
2725,9062,4,Sea
2726,9063,4,Sea
2727,9066,5,Street
2728,9075,4,Sea
2729,9081,0,Buildings
2730,9082,0,Buildings
2731,9084,1,Forest
2732,9085,3,Mountain
2733,9086,3,Mountain
2734,9092,5,Street
2735,9094,1,Forest
2736,9098,0,Buildings
2737,9100,4,Sea
2738,9101,2,Glacier
2739,9107,5,Street
2740,9110,5,Street
2741,9111,3,Mountain
2742,9113,2,Glacier
2743,9115,2,Glacier
2744,9121,4,Sea
2745,9122,4,Sea
2746,9123,1,Forest
2747,9128,4,Sea
2748,9130,5,Street
2749,9131,0,Buildings
2750,9132,4,Sea
2751,9134,4,Sea
2752,9136,5,Street
2753,9138,0,Buildings
2754,9139,3,Mountain
2755,9143,3,Mountain
2756,9144,2,Glacier
2757,9145,5,Street
2758,9150,3,Mountain
2759,9154,2,Glacier
2760,9161,0,Buildings
2761,9162,1,Forest
2762,9165,4,Sea
2763,9168,3,Mountain
2764,9170,1,Forest
2765,9175,4,Sea
2766,9177,0,Buildings
2767,9178,1,Forest
2768,9181,0,Buildings
2769,9183,5,Street
2770,9187,5,Street
2771,9194,2,Glacier
2772,9197,0,Buildings
2773,9200,3,Mountain
2774,9203,2,Glacier
2775,9204,3,Mountain
2776,9205,2,Glacier
2777,9207,4,Sea
2778,9210,4,Sea
2779,9212,4,Sea
2780,9215,5,Street
2781,9225,2,Glacier
2782,9226,1,Forest
2783,9227,4,Sea
2784,9235,1,Forest
2785,9237,0,Buildings
2786,9240,3,Mountain
2787,9242,1,Forest
2788,9244,4,Sea
2789,9245,3,Mountain
2790,9247,2,Glacier
2791,9248,1,Forest
2792,9254,3,Mountain
2793,9255,3,Mountain
2794,9257,2,Glacier
2795,9259,0,Buildings
2796,9261,5,Street
2797,9264,1,Forest
2798,9265,0,Buildings
2799,9268,2,Glacier
2800,9270,0,Buildings
2801,9272,4,Sea
2802,9280,3,Mountain
2803,9284,2,Glacier
2804,9288,3,Mountain
2805,9293,1,Forest
2806,9294,1,Forest
2807,9295,5,Street
2808,9296,0,Buildings
2809,9302,4,Sea
2810,9303,3,Mountain
2811,9314,1,Forest
2812,9315,3,Mountain
2813,9316,2,Glacier
2814,9318,1,Forest
2815,9326,3,Mountain
2816,9328,2,Glacier
2817,9331,5,Street
2818,9333,4,Sea
2819,9336,3,Mountain
2820,9337,0,Buildings
2821,9341,1,Forest
2822,9347,3,Mountain
2823,9354,4,Sea
2824,9361,5,Street
2825,9371,4,Sea
2826,9373,0,Buildings
2827,9374,2,Glacier
2828,9379,3,Mountain
2829,9380,1,Forest
2830,9382,0,Buildings
2831,9384,4,Sea
2832,9386,0,Buildings
2833,9390,4,Sea
2834,9391,3,Mountain
2835,9392,5,Street
2836,9397,5,Street
2837,9398,3,Mountain
2838,9402,2,Glacier
2839,9403,3,Mountain
2840,9405,3,Mountain
2841,9411,1,Forest
2842,9414,3,Mountain
2843,9421,4,Sea
2844,9424,1,Forest
2845,9427,0,Buildings
2846,9428,5,Street
2847,9429,0,Buildings
2848,9431,4,Sea
2849,9433,1,Forest
2850,9435,3,Mountain
2851,9436,3,Mountain
2852,9437,4,Sea
2853,9438,4,Sea
2854,9440,5,Street
2855,9443,2,Glacier
2856,9451,3,Mountain
2857,9452,1,Forest
2858,9453,0,Buildings
2859,9461,2,Glacier
2860,9465,0,Buildings
2861,9469,4,Sea
2862,9470,3,Mountain
2863,9471,0,Buildings
2864,9476,3,Mountain
2865,9477,1,Forest
2866,9479,3,Mountain
2867,9486,3,Mountain
2868,9488,2,Glacier
2869,9491,0,Buildings
2870,9500,1,Forest
2871,9505,3,Mountain
2872,9508,3,Mountain
2873,9509,4,Sea
2874,9511,5,Street
2875,9513,2,Glacier
2876,9515,5,Street
2877,9523,4,Sea
2878,9524,0,Buildings
2879,9529,4,Sea
2880,9538,2,Glacier
2881,9542,2,Glacier
2882,9543,5,Street
2883,9545,2,Glacier
2884,9546,3,Mountain
2885,9550,1,Forest
2886,9552,4,Sea
2887,9554,4,Sea
2888,9556,2,Glacier
2889,9557,1,Forest
2890,9559,3,Mountain
2891,9562,2,Glacier
2892,9565,3,Mountain
2893,9572,1,Forest
2894,9582,4,Sea
2895,9590,2,Glacier
2896,9591,2,Glacier
2897,9593,2,Glacier
2898,9594,2,Glacier
2899,9596,5,Street
2900,9598,1,Forest
2901,9599,3,Mountain
2902,9607,2,Glacier
2903,9612,0,Buildings
2904,9614,3,Mountain
2905,9617,2,Glacier
2906,9618,4,Sea
2907,9619,0,Buildings
2908,9623,1,Forest
2909,9624,5,Street
2910,9626,4,Sea
2911,9629,4,Sea
2912,9630,0,Buildings
2913,9638,0,Buildings
2914,9640,5,Street
2915,9641,0,Buildings
2916,9651,1,Forest
2917,9654,4,Sea
2918,9660,2,Glacier
2919,9661,1,Forest
2920,9665,0,Buildings
2921,9668,4,Sea
2922,9677,1,Forest
2923,9678,4,Sea
2924,9679,5,Street
2925,9683,4,Sea
2926,9688,3,Mountain
2927,9691,4,Sea
2928,9694,4,Sea
2929,9697,1,Forest
2930,9700,1,Forest
2931,9702,2,Glacier
2932,9710,3,Mountain
2933,9711,3,Mountain
2934,9712,2,Glacier
2935,9713,4,Sea
2936,9721,5,Street
2937,9723,2,Glacier
2938,9724,0,Buildings
2939,9727,4,Sea
2940,9730,3,Mountain
2941,9732,5,Street
2942,9735,0,Buildings
2943,9738,5,Street
2944,9743,3,Mountain
2945,9747,4,Sea
2946,9765,3,Mountain
2947,9772,4,Sea
2948,9775,2,Glacier
2949,9777,0,Buildings
2950,9783,2,Glacier
2951,9786,4,Sea
2952,9790,4,Sea
2953,9791,3,Mountain
2954,9792,3,Mountain
2955,9794,4,Sea
2956,9795,0,Buildings
2957,9796,0,Buildings
2958,9802,3,Mountain
2959,9803,2,Glacier
2960,9804,2,Glacier
2961,9809,5,Street
2962,9816,0,Buildings
2963,9818,5,Street
2964,9823,0,Buildings
2965,9824,0,Buildings
2966,9826,3,Mountain
2967,9827,5,Street
2968,9828,4,Sea
2969,9829,5,Street
2970,9834,3,Mountain
2971,9836,5,Street
2972,9837,1,Forest
2973,9844,3,Mountain
2974,9845,5,Street
2975,9849,4,Sea
2976,9854,1,Forest
2977,9855,2,Glacier
2978,9858,1,Forest
2979,9864,5,Street
2980,9865,3,Mountain
2981,9870,2,Glacier
2982,9873,3,Mountain
2983,9876,2,Glacier
2984,9882,0,Buildings
2985,9886,3,Mountain
2986,9887,3,Mountain
2987,9889,3,Mountain
2988,9897,5,Street
2989,9900,4,Sea
2990,9902,4,Sea
2991,9909,2,Glacier
2992,9914,2,Glacier
2993,9915,0,Buildings
2994,9917,5,Street
2995,9920,2,Glacier
2996,9933,2,Glacier
2997,9936,4,Sea
2998,9939,1,Forest
2999,9940,4,Sea
3000,9945,3,Mountain
3001,9947,0,Buildings
3002,9949,1,Forest
3003,9950,5,Street
3004,9954,4,Sea
3005,9960,3,Mountain
3006,9963,5,Street
3007,9972,0,Buildings
3008,9973,4,Sea
3009,9975,2,Glacier
3010,9976,2,Glacier
3011,9982,5,Street
3012,9986,3,Mountain
3013,9987,5,Street
3014,9988,5,Street
3015,9992,1,Forest
3016,9993,3,Mountain
3017,9995,1,Forest
3018,9996,5,Street
3019,10004,5,Street
3020,10005,3,Mountain
3021,10012,5,Street
3022,10013,3,Mountain
3023,10017,3,Mountain
3024,10021,1,Forest
3025,10034,2,Glacier
3026,10038,4,Sea
3027,10040,5,Street
3028,10043,4,Sea
3029,10045,5,Street
3030,10047,3,Mountain
3031,10048,0,Buildings
3032,10052,0,Buildings
3033,10054,2,Glacier
3034,10059,1,Forest
3035,10060,1,Forest
3036,10066,3,Mountain
3037,10069,4,Sea
3038,10073,5,Street
3039,10079,5,Street
3040,10082,5,Street
3041,10083,2,Glacier
3042,10090,0,Buildings
3043,10092,1,Forest
3044,10096,3,Mountain
3045,10100,3,Mountain
3046,10101,4,Sea
3047,10102,4,Sea
3048,10106,3,Mountain
3049,10109,4,Sea
3050,10119,4,Sea
3051,10124,3,Mountain
3052,10127,4,Sea
3053,10129,3,Mountain
3054,10132,3,Mountain
3055,10133,3,Mountain
3056,10147,4,Sea
3057,10157,5,Street
3058,10158,2,Glacier
3059,10159,4,Sea
3060,10164,1,Forest
3061,10166,3,Mountain
3062,10168,2,Glacier
3063,10169,5,Street
3064,10171,3,Mountain
3065,10173,0,Buildings
3066,10175,0,Buildings
3067,10178,1,Forest
3068,10179,0,Buildings
3069,10187,4,Sea
3070,10190,4,Sea
3071,10199,5,Street
3072,10201,5,Street
3073,10208,0,Buildings
3074,10209,1,Forest
3075,10211,3,Mountain
3076,10212,4,Sea
3077,10225,1,Forest
3078,10226,3,Mountain
3079,10232,3,Mountain
3080,10233,5,Street
3081,10241,1,Forest
3082,10243,3,Mountain
3083,10244,3,Mountain
3084,10246,1,Forest
3085,10247,2,Glacier
3086,10253,5,Street
3087,10261,1,Forest
3088,10269,3,Mountain
3089,10270,4,Sea
3090,10272,2,Glacier
3091,10276,2,Glacier
3092,10277,5,Street
3093,10282,3,Mountain
3094,10284,3,Mountain
3095,10286,1,Forest
3096,10287,1,Forest
3097,10288,3,Mountain
3098,10290,0,Buildings
3099,10292,1,Forest
3100,10293,2,Glacier
3101,10302,2,Glacier
3102,10305,0,Buildings
3103,10307,2,Glacier
3104,10308,1,Forest
3105,10311,1,Forest
3106,10321,0,Buildings
3107,10333,4,Sea
3108,10336,3,Mountain
3109,10339,2,Glacier
3110,10340,4,Sea
3111,10342,4,Sea
3112,10352,5,Street
3113,10356,0,Buildings
3114,10360,1,Forest
3115,10363,2,Glacier
3116,10366,4,Sea
3117,10371,1,Forest
3118,10375,5,Street
3119,10377,4,Sea
3120,10381,5,Street
3121,10388,1,Forest
3122,10390,0,Buildings
3123,10391,3,Mountain
3124,10395,5,Street
3125,10397,4,Sea
3126,10400,3,Mountain
3127,10401,3,Mountain
3128,10405,3,Mountain
3129,10406,3,Mountain
3130,10409,3,Mountain
3131,10410,4,Sea
3132,10413,5,Street
3133,10414,0,Buildings
3134,10415,5,Street
3135,10419,2,Glacier
3136,10423,0,Buildings
3137,10424,1,Forest
3138,10425,4,Sea
3139,10427,3,Mountain
3140,10434,2,Glacier
3141,10435,1,Forest
3142,10436,2,Glacier
3143,10437,5,Street
3144,10439,2,Glacier
3145,10445,1,Forest
3146,10447,1,Forest
3147,10457,0,Buildings
3148,10458,1,Forest
3149,10461,5,Street
3150,10469,4,Sea
3151,10471,2,Glacier
3152,10475,3,Mountain
3153,10477,5,Street
3154,10478,4,Sea
3155,10479,1,Forest
3156,10481,4,Sea
3157,10484,3,Mountain
3158,10486,0,Buildings
3159,10498,2,Glacier
3160,10501,2,Glacier
3161,10512,5,Street
3162,10522,1,Forest
3163,10523,1,Forest
3164,10530,2,Glacier
3165,10531,5,Street
3166,10534,2,Glacier
3167,10535,3,Mountain
3168,10538,3,Mountain
3169,10545,4,Sea
3170,10549,1,Forest
3171,10557,3,Mountain
3172,10558,2,Glacier
3173,10560,5,Street
3174,10561,1,Forest
3175,10568,2,Glacier
3176,10572,3,Mountain
3177,10579,1,Forest
3178,10583,1,Forest
3179,10585,1,Forest
3180,10586,5,Street
3181,10587,5,Street
3182,10590,5,Street
3183,10591,0,Buildings
3184,10593,0,Buildings
3185,10612,2,Glacier
3186,10614,1,Forest
3187,10615,4,Sea
3188,10622,1,Forest
3189,10625,4,Sea
3190,10629,4,Sea
3191,10631,4,Sea
3192,10634,2,Glacier
3193,10638,5,Street
3194,10649,4,Sea
3195,10651,2,Glacier
3196,10652,3,Mountain
3197,10657,1,Forest
3198,10660,2,Glacier
3199,10669,5,Street
3200,10674,3,Mountain
3201,10675,0,Buildings
3202,10676,3,Mountain
3203,10677,2,Glacier
3204,10679,0,Buildings
3205,10680,1,Forest
3206,10682,3,Mountain
3207,10685,4,Sea
3208,10694,4,Sea
3209,10696,2,Glacier
3210,10698,1,Forest
3211,10700,0,Buildings
3212,10701,2,Glacier
3213,10702,3,Mountain
3214,10708,4,Sea
3215,10712,5,Street
3216,10726,1,Forest
3217,10733,5,Street
3218,10734,1,Forest
3219,10737,5,Street
3220,10742,4,Sea
3221,10746,0,Buildings
3222,10748,5,Street
3223,10749,5,Street
3224,10755,1,Forest
3225,10758,5,Street
3226,10760,2,Glacier
3227,10762,2,Glacier
3228,10764,5,Street
3229,10768,1,Forest
3230,10769,2,Glacier
3231,10771,5,Street
3232,10782,5,Street
3233,10785,3,Mountain
3234,10797,4,Sea
3235,10799,3,Mountain
3236,10806,2,Glacier
3237,10807,5,Street
3238,10813,4,Sea
3239,10814,5,Street
3240,10816,2,Glacier
3241,10817,4,Sea
3242,10818,2,Glacier
3243,10819,2,Glacier
3244,10823,0,Buildings
3245,10829,1,Forest
3246,10830,5,Street
3247,10836,2,Glacier
3248,10839,2,Glacier
3249,10843,5,Street
3250,10844,4,Sea
3251,10855,0,Buildings
3252,10858,1,Forest
3253,10860,0,Buildings
3254,10864,3,Mountain
3255,10866,4,Sea
3256,10869,3,Mountain
3257,10871,5,Street
3258,10873,1,Forest
3259,10875,3,Mountain
3260,10879,1,Forest
3261,10880,0,Buildings
3262,10885,2,Glacier
3263,10888,3,Mountain
3264,10890,3,Mountain
3265,10893,0,Buildings
3266,10894,4,Sea
3267,10897,2,Glacier
3268,10901,4,Sea
3269,10905,4,Sea
3270,10906,4,Sea
3271,10910,1,Forest
3272,10913,0,Buildings
3273,10914,0,Buildings
3274,10918,4,Sea
3275,10919,2,Glacier
3276,10920,5,Street
3277,10923,1,Forest
3278,10930,4,Sea
3279,10931,0,Buildings
3280,10933,3,Mountain
3281,10934,0,Buildings
3282,10939,3,Mountain
3283,10944,2,Glacier
3284,10945,0,Buildings
3285,10949,5,Street
3286,10952,0,Buildings
3287,10956,3,Mountain
3288,10957,2,Glacier
3289,10960,0,Buildings
3290,10964,2,Glacier
3291,10968,0,Buildings
3292,10969,2,Glacier
3293,10976,0,Buildings
3294,10979,2,Glacier
3295,10981,3,Mountain
3296,10987,1,Forest
3297,10988,2,Glacier
3298,10989,1,Forest
3299,10991,1,Forest
3300,10998,1,Forest
3301,10999,5,Street
3302,11000,4,Sea
3303,11001,2,Glacier
3304,11005,0,Buildings
3305,11009,2,Glacier
3306,11012,5,Street
3307,11013,4,Sea
3308,11014,5,Street
3309,11015,3,Mountain
3310,11017,4,Sea
3311,11021,1,Forest
3312,11022,4,Sea
3313,11025,2,Glacier
3314,11031,3,Mountain
3315,11038,0,Buildings
3316,11059,3,Mountain
3317,11061,1,Forest
3318,11065,2,Glacier
3319,11067,3,Mountain
3320,11071,3,Mountain
3321,11073,0,Buildings
3322,11078,0,Buildings
3323,11079,4,Sea
3324,11082,0,Buildings
3325,11087,1,Forest
3326,11091,5,Street
3327,11101,1,Forest
3328,11102,4,Sea
3329,11103,2,Glacier
3330,11104,5,Street
3331,11105,1,Forest
3332,11109,5,Street
3333,11115,3,Mountain
3334,11119,5,Street
3335,11120,4,Sea
3336,11121,3,Mountain
3337,11123,4,Sea
3338,11126,4,Sea
3339,11130,5,Street
3340,11135,5,Street
3341,11137,2,Glacier
3342,11145,5,Street
3343,11147,5,Street
3344,11153,2,Glacier
3345,11155,2,Glacier
3346,11158,3,Mountain
3347,11159,5,Street
3348,11163,3,Mountain
3349,11166,3,Mountain
3350,11167,3,Mountain
3351,11170,5,Street
3352,11172,4,Sea
3353,11174,4,Sea
3354,11175,0,Buildings
3355,11179,5,Street
3356,11191,5,Street
3357,11192,2,Glacier
3358,11193,3,Mountain
3359,11194,5,Street
3360,11195,2,Glacier
3361,11201,4,Sea
3362,11205,0,Buildings
3363,11208,1,Forest
3364,11210,0,Buildings
3365,11214,0,Buildings
3366,11216,5,Street
3367,11222,4,Sea
3368,11224,5,Street
3369,11227,0,Buildings
3370,11230,4,Sea
3371,11240,1,Forest
3372,11242,2,Glacier
3373,11243,2,Glacier
3374,11245,1,Forest
3375,11248,2,Glacier
3376,11250,5,Street
3377,11252,4,Sea
3378,11256,1,Forest
3379,11258,5,Street
3380,11260,3,Mountain
3381,11269,4,Sea
3382,11273,2,Glacier
3383,11285,0,Buildings
3384,11298,5,Street
3385,11299,2,Glacier
3386,11301,3,Mountain
3387,11308,2,Glacier
3388,11318,3,Mountain
3389,11322,5,Street
3390,11324,2,Glacier
3391,11328,3,Mountain
3392,11330,1,Forest
3393,11335,5,Street
3394,11337,1,Forest
3395,11341,2,Glacier
3396,11353,3,Mountain
3397,11356,3,Mountain
3398,11357,3,Mountain
3399,11361,2,Glacier
3400,11370,5,Street
3401,11386,1,Forest
3402,11391,3,Mountain
3403,11392,2,Glacier
3404,11394,2,Glacier
3405,11397,4,Sea
3406,11399,3,Mountain
3407,11403,1,Forest
3408,11408,2,Glacier
3409,11411,5,Street
3410,11420,5,Street
3411,11422,2,Glacier
3412,11423,3,Mountain
3413,11427,0,Buildings
3414,11430,3,Mountain
3415,11431,0,Buildings
3416,11433,2,Glacier
3417,11435,3,Mountain
3418,11443,0,Buildings
3419,11444,1,Forest
3420,11445,2,Glacier
3421,11449,5,Street
3422,11454,3,Mountain
3423,11461,4,Sea
3424,11462,3,Mountain
3425,11463,3,Mountain
3426,11478,4,Sea
3427,11481,4,Sea
3428,11485,3,Mountain
3429,11486,5,Street
3430,11488,0,Buildings
3431,11496,4,Sea
3432,11500,3,Mountain
3433,11501,3,Mountain
3434,11509,1,Forest
3435,11511,4,Sea
3436,11517,1,Forest
3437,11520,5,Street
3438,11521,3,Mountain
3439,11525,2,Glacier
3440,11527,5,Street
3441,11529,2,Glacier
3442,11531,0,Buildings
3443,11533,0,Buildings
3444,11538,3,Mountain
3445,11540,4,Sea
3446,11546,3,Mountain
3447,11547,1,Forest
3448,11548,2,Glacier
3449,11549,2,Glacier
3450,11551,4,Sea
3451,11564,5,Street
3452,11565,2,Glacier
3453,11566,0,Buildings
3454,11571,3,Mountain
3455,11572,5,Street
3456,11573,0,Buildings
3457,11574,5,Street
3458,11575,1,Forest
3459,11576,3,Mountain
3460,11577,4,Sea
3461,11580,0,Buildings
3462,11581,0,Buildings
3463,11584,0,Buildings
3464,11585,3,Mountain
3465,11588,5,Street
3466,11589,1,Forest
3467,11593,0,Buildings
3468,11596,4,Sea
3469,11603,0,Buildings
3470,11607,3,Mountain
3471,11615,3,Mountain
3472,11617,1,Forest
3473,11619,3,Mountain
3474,11623,1,Forest
3475,11633,5,Street
3476,11634,0,Buildings
3477,11638,4,Sea
3478,11643,2,Glacier
3479,11645,3,Mountain
3480,11648,2,Glacier
3481,11651,3,Mountain
3482,11666,1,Forest
3483,11668,1,Forest
3484,11671,3,Mountain
3485,11674,4,Sea
3486,11678,2,Glacier
3487,11682,4,Sea
3488,11686,3,Mountain
3489,11688,5,Street
3490,11693,3,Mountain
3491,11695,3,Mountain
3492,11703,2,Glacier
3493,11704,5,Street
3494,11705,5,Street
3495,11711,3,Mountain
3496,11715,5,Street
3497,11720,5,Street
3498,11726,2,Glacier
